# Student number: GenAlg
# Iteration, Elapsed time, Mean value, Best value, Cycle
0,0.2590668201446533,inf,9337.154287415176,0,7,37,45,62,53,11,30,87,66,10,28,91,83,58,61,43,67,42,50,65,15,79,72,46,36,6,84,94,88,64,93,14,74,38,13,8,86,51,4,39,32,73,57,19,5,56,49,59,18,68,23,17,34,95,76,55,80,16,25,71,35,47,2,26,12,41,54,89,9,3,31,82,21,75,99,81,92,60,52,20,63,24,97,98,48,40,44,78,69,77,22,27,70,85,90,33,96,29,1,
1,0.6617226600646973,inf,8527.810152833503,0,74,32,4,39,73,56,57,19,5,18,59,49,23,68,76,95,34,17,1,29,69,22,77,96,78,33,44,70,27,85,90,55,80,98,48,40,92,52,60,81,63,24,97,20,16,25,71,35,47,2,26,41,54,12,89,58,61,43,67,51,86,8,13,38,14,93,6,88,64,65,15,79,72,94,84,36,46,91,28,10,37,45,7,53,62,82,21,75,99,31,9,3,30,11,87,66,42,50,83,
2,2.253443717956543,inf,8527.810152833503,0,74,32,4,39,73,56,57,19,5,18,59,49,23,68,76,95,34,17,1,29,69,22,77,96,78,33,44,70,27,85,90,55,80,98,48,40,92,52,60,81,63,24,97,20,16,25,71,35,47,2,26,41,54,12,89,58,61,43,67,51,86,8,13,38,14,93,6,88,64,65,15,79,72,94,84,36,46,91,28,10,37,45,7,53,62,82,21,75,99,31,9,3,30,11,87,66,42,50,83,
3,2.4768447875976562,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
4,2.523202419281006,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
5,2.752829074859619,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
6,2.9453823566436768,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
7,4.448761463165283,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
8,5.995813608169556,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
9,6.163475036621094,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
10,6.429473400115967,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
11,7.840684413909912,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
12,8.13409686088562,inf,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
13,8.179596900939941,10566.869961787515,8316.468860152056,0,87,66,42,67,43,61,58,83,50,65,15,79,64,93,14,6,84,36,94,88,72,46,91,28,10,37,45,7,62,53,11,30,9,3,31,82,21,75,99,26,12,89,54,41,2,60,52,81,92,47,35,20,63,24,97,98,48,40,44,70,27,22,77,85,90,33,78,69,29,96,1,17,34,95,76,55,80,16,71,25,68,23,49,59,5,56,57,19,18,73,39,32,74,38,13,8,86,51,4,
